Epoch Num,Average FID,Average Generator Loss,Average Discriminator Loss
0,94.96602666249507,659.9104614257812,5.233410358428955
1,45.54824885607222,616.272705078125,0.02986111119389534
2,33.4476820157996,604.11865234375,0.006548346485942602
3,41.18487454026579,597.5714111328125,0.00016908766701817513
4,62.36867194449479,591.2289428710938,0.00012407700705807656
5,59.11589279709365,586.400390625,0.005003366153687239
6,36.948418799650824,577.663330078125,0.011576630175113678
7,36.07905050938767,566.3387451171875,0.013490576297044754
8,30.089205296181138,556.7772216796875,0.010879311710596085
9,47.67241915864386,546.8756713867188,0.0032088651787489653
10,79.78829731951001,539.093017578125,0.00013174924242775887
11,36.283258199130046,529.7254638671875,0.0004027386603411287
12,45.54083693986219,518.9478149414062,0.0007952352170832455
13,28.50024866211677,508.69683837890625,0.0007077444461174309
14,51.5219507178784,497.912841796875,0.0027144053019583225
15,43.3760396165081,482.84222412109375,0.004145576618611813
16,32.48383162579139,470.3857421875,0.013869991526007652
17,41.15743725713407,453.7973327636719,0.004307068884372711
18,23.586551968545677,440.75390625,0.00349220959469676
19,22.178865804475315,429.4525146484375,0.0007256910321302712
20,36.86436688492422,420.1960754394531,0.00014449765149038285
21,55.762009715325206,408.5204772949219,0.003626138437539339
22,28.6729879419204,396.1308898925781,0.002581247128546238
23,36.93678500269155,383.42803955078125,0.0012857109541073442
24,49.21307211436063,373.11383056640625,0.0004387887311168015
25,36.99855738582572,364.9585876464844,0.001830288558267057
26,19.594247445827097,354.83563232421875,0.0
27,36.14668049453238,347.4274597167969,0.0
28,26.031562006652102,339.97021484375,0.0
29,56.332469112023915,332.0467529296875,0.0
30,25.001698789210334,325.71099853515625,0.0
31,44.4970434221037,319.0318603515625,0.0
32,24.470462426187034,314.9219970703125,0.0
33,33.65754166839813,309.9360046386719,0.0
34,35.037430213000576,301.6200866699219,0.0
35,28.172874576937396,299.7007751464844,0.0
36,16.499371173501277,293.44921875,0.0
37,23.402667718061526,287.6427307128906,0.0
38,28.713922524327856,283.1836242675781,0.0
39,28.115552677805262,280.943115234375,0.0
40,23.342624401308665,277.7087097167969,0.0
41,16.04891364479846,273.03570556640625,0.0
42,15.96456196678894,268.9936828613281,0.0
43,20.72730537109319,265.1822814941406,0.0
44,26.875884384721296,260.963134765625,0.00020378269255161285
45,9.91507031931846,265.6325378417969,4.7303690910339355
46,5.824177378402236,257.0067138671875,0.007842808961868286
47,10.12104793622114,253.50355529785156,0.009271355345845222
48,11.35592657098617,249.37472534179688,0.007056894712150097
49,25.30021818157345,244.5150604248047,0.0005465025897137821
50,13.858196178082931,242.96047973632812,0.0003910486993845552
51,17.809924377312406,241.29959106445312,0.00022928261023480445
52,21.998110544440102,237.59774780273438,0.00017393862071912736
53,11.990926395126895,234.0293731689453,0.0
54,25.195832956505953,231.65591430664062,0.00112337211612612
55,7.5393340013026915,231.93865966796875,0.00789171177893877
56,12.442098651308902,228.5139617919922,0.003993798978626728
57,7.026869538165622,229.58982849121094,0.027050133794546127
58,28.141768475975965,232.9142608642578,3.0819473266601562
59,13.441590764008193,223.728759765625,0.00024028231564443558
60,8.113812981887044,221.8619842529297,0.0
61,10.141291991195722,218.5194549560547,0.0
62,20.67674172181031,216.34237670898438,0.0
63,24.970014271188802,213.64254760742188,0.0
64,16.870656202600678,211.7925567626953,0.0
65,7.8076230296480045,211.2917938232422,0.0
66,14.284190313614726,209.44325256347656,0.0
67,11.40660231371719,208.86578369140625,0.0
68,9.526495783749883,206.9015655517578,0.0
69,11.1489549829772,204.01190185546875,0.0
70,6.813925463158593,201.95362854003906,0.0
71,9.705181110784237,200.71585083007812,0.0
72,6.039876727535967,200.31785583496094,0.0
73,9.029044165718947,199.24147033691406,0.0
74,18.643631448291153,197.67587280273438,0.0
75,7.610705643175491,196.46383666992188,0.0
76,11.718296904146134,194.7179718017578,0.0
77,15.977279218882341,193.92794799804688,0.0
78,9.581684984013476,192.5423583984375,0.0
79,11.873094169477561,190.3115692138672,0.0
80,10.204634777852007,190.63027954101562,0.0
81,10.080663902442982,189.44142150878906,0.0
82,11.770627779517092,188.0394287109375,0.0
83,18.764722930239248,186.7247772216797,0.0
84,17.318553125921788,185.355712890625,0.0
85,13.397019095827236,184.476806640625,0.0
86,10.073579211796126,183.5775604248047,0.0
87,11.270884248480264,182.62474060058594,0.0
88,18.489764218205725,182.2340545654297,0.0
89,16.948071619621476,181.8049774169922,0.0
90,8.360887119235827,180.88284301757812,0.0
91,9.431491937867017,179.332275390625,0.0
92,11.292986061238125,177.55535888671875,0.0
93,4.897799768023684,177.56231689453125,0.0
94,6.84780911401857,177.08750915527344,0.0
95,8.12628180126651,175.85369873046875,0.0
96,8.491868466758998,175.0548553466797,0.0
97,37.86094908575637,173.77923583984375,0.0
98,10.413575284223196,173.4414520263672,0.0
99,17.40408273189036,173.03048706054688,0.0
100,18.636806422112468,171.49745178222656,0.0
101,9.326132791095091,171.1975860595703,0.0
102,5.24838642911131,169.3512725830078,0.0
103,11.372879072880837,169.7483367919922,0.0
104,8.84697735743595,169.08770751953125,0.0
105,7.227007454951619,167.8842315673828,0.0
106,6.554544152478018,166.826171875,0.0
107,7.714714000779472,166.42311096191406,0.0
108,9.362342120966108,166.16983032226562,0.0
109,4.685458481874589,166.06979370117188,0.0
110,5.23104103737375,165.6659698486328,0.0
111,6.721651468517694,165.67271423339844,0.0
112,14.555630127260503,162.8378448486328,0.0
113,6.705780099355386,163.21221923828125,0.0
114,5.969259883995153,163.54678344726562,0.0
115,13.971045834161483,162.43023681640625,0.0
116,8.129692545499328,162.17483520507812,0.0
117,7.037576618078386,161.25279235839844,0.0
118,5.635755768655747,160.05612182617188,0.0
119,8.666889426609721,159.83370971679688,0.0
120,9.919561628807227,159.1166229248047,0.0
