Epoch Num,Average FID,Average Generator Loss,Average Discriminator Loss
0,66.6673817247571,40.39844512939453,16.964601516723633
1,83.16596872695371,25.873870849609375,0.20939911901950836
2,64.35079774220819,20.184490203857422,0.03836917132139206
3,81.35106788930975,19.22262954711914,0.011683092452585697
4,78.29402249004485,18.097570419311523,0.005121453665196896
5,62.48589484602219,18.528148651123047,0.0016894384752959013
6,65.12132766359196,17.625123977661133,0.0010531017323955894
7,77.93432725138499,17.827171325683594,0.0002938254619948566
8,89.98880011090498,17.93990135192871,3.832987567875534e-05
9,82.57612905059447,17.905427932739258,1.8521730453358032e-05
10,69.36633762879123,17.800907135009766,4.206654466543114e-06
11,82.31853973946984,17.913314819335938,0.0
12,66.22679978246398,17.90569496154785,0.0
13,67.8940548889642,17.897184371948242,0.0
14,99.08179289208789,17.921295166015625,0.0
15,63.41301138632811,17.939119338989258,0.0
16,73.7357831632521,17.94516372680664,0.0
17,75.72363601017658,17.914527893066406,0.0
18,74.00526513263212,17.96901512145996,0.0
19,76.22826726602536,17.938119888305664,0.0
20,63.3364130789402,17.946426391601562,0.0
21,75.86990290971445,17.943603515625,0.0
22,72.57680197260035,17.93889808654785,0.0
23,85.42860187797184,17.933612823486328,0.0
24,62.58871785166369,17.96178436279297,0.0
25,87.34103443273386,17.959714889526367,0.0
26,77.33336033630006,17.943124771118164,0.0
27,71.70708624272277,17.951086044311523,0.0
28,65.53305906365432,17.9562931060791,0.0
29,93.29075854377811,17.947742462158203,0.0
30,63.60956938077217,17.89729881286621,0.0
31,65.74164752913771,17.974851608276367,0.0
32,102.60354440907665,17.962139129638672,0.0
33,74.22361553617974,17.95229148864746,0.0
34,67.97880850582231,17.943866729736328,0.0
35,100.76640515654074,17.97888946533203,0.0
36,66.99393917437303,17.94156265258789,0.0
37,61.210156980128644,17.93903350830078,0.0
38,73.48597591724351,17.938884735107422,0.0
39,75.48173117856395,17.962556838989258,0.0
40,94.41450576443874,17.926050186157227,0.0
41,86.25106695937637,17.916881561279297,0.0
42,86.88119441190862,17.89296531677246,0.0
43,88.83799694335387,17.93067169189453,0.0
44,72.46807680124421,17.90436553955078,0.0
45,79.57463057425295,17.959413528442383,0.0
46,60.277871985808254,17.983657836914062,0.0
47,64.56156312764779,17.87537956237793,0.0
48,58.227552716185244,17.963346481323242,0.0
49,57.130003671374496,17.9622745513916,0.0
50,108.71850588081244,17.93459129333496,0.0
51,88.40438517244496,17.94363784790039,0.0
52,79.30246265292874,17.977691650390625,0.0
53,59.245365167322575,17.983356475830078,0.0
54,80.48911871691843,17.949337005615234,0.0
55,76.58507976098969,17.917964935302734,0.0
56,79.04947525223288,17.94400405883789,0.0
57,97.81120711740445,17.95598602294922,0.0
58,69.47167680670961,17.922061920166016,0.0
59,51.29267862600659,17.939210891723633,0.0
60,65.15090172517333,17.956153869628906,0.0
61,88.4425224975856,17.962766647338867,0.0
62,67.59483714024609,17.94255256652832,0.0
63,64.16003364262673,17.958343505859375,0.0
64,73.21773837761201,17.95818519592285,0.0
65,86.97277589354884,17.939218521118164,0.0
66,72.89021095718218,17.96186065673828,0.0
67,86.95742776648426,17.898380279541016,0.0
68,67.4791015025843,17.939903259277344,0.0
69,89.83133704058666,17.945432662963867,0.0
70,71.29992977427193,17.96707534790039,0.0
71,89.03920045660352,17.970563888549805,0.0
72,58.473283131745774,17.993610382080078,0.0
73,58.1790844746734,17.981273651123047,0.0
74,94.3490488774903,17.9295711517334,0.0
75,73.16703551817302,17.89590835571289,0.0
76,68.3777545901524,17.8250789642334,0.0
77,58.37312739750571,17.93865394592285,0.0
78,72.54433233653799,17.95411491394043,0.0
79,62.660767074679875,17.94759750366211,0.0
80,73.68157759408516,17.964712142944336,0.0
81,70.6060108030247,17.96682357788086,0.0
82,77.57086198344268,17.972272872924805,0.0
83,65.20087030730016,17.957836151123047,0.0
84,48.08027825874629,17.965503692626953,0.0
85,89.8136684526755,17.94123649597168,0.0
86,73.52025599362324,17.963485717773438,0.0
87,74.55249228129202,17.89227867126465,0.0
88,61.79690551898678,17.916109085083008,0.0
89,95.9454831696122,17.93378448486328,0.0
90,74.9235078067619,17.934234619140625,0.0
91,86.81506916216782,17.88117790222168,0.0
92,55.37301097937076,17.949588775634766,0.0
93,80.62186838402351,17.942279815673828,0.0
94,68.81537795531733,17.968399047851562,0.0
95,49.37709987152376,17.959869384765625,0.0
