Epoch Num,Average FID,Average Generator Loss,Average Discriminator Loss
0,92.07102267056295,43.92359924316406,4.622036457061768
1,84.12172036671151,26.065217971801758,0.04946816712617874
2,84.03110153417002,23.081933975219727,0.030018309131264687
3,91.42366797684748,13.005409240722656,0.07785826176404953
4,83.71956616074212,11.922269821166992,0.005773537326604128
5,89.90164911952046,12.260553359985352,0.002057158388197422
6,71.46466744594076,11.579434394836426,0.00024709751596674323
7,59.828907776508245,11.67049503326416,8.625978080090135e-05
8,61.592960814665915,11.584870338439941,1.750001683831215e-05
9,80.65594731096105,11.224590301513672,0.0
10,63.82913153720264,11.272529602050781,0.0
11,66.65628127562283,11.235544204711914,0.0
12,76.3074961640875,11.250301361083984,0.0
13,76.90553045865295,11.265955924987793,0.0
14,77.27774254397704,11.267590522766113,0.0
15,56.67443027774013,11.239226341247559,0.0
16,87.27785578151901,11.239995002746582,0.0
17,69.89006349526674,11.263853073120117,0.0
18,61.88395343241926,11.259685516357422,0.0
19,91.10320797760167,11.247018814086914,0.0
20,90.52100933636581,11.257197380065918,0.0
21,89.99300241263376,11.24060344696045,0.0
22,84.97593678227598,11.257524490356445,0.0
23,55.41895523533802,11.20974349975586,0.0
24,88.2070264802693,11.190597534179688,0.0
25,73.86626537120137,11.258049964904785,0.0
26,82.22382868761562,11.247199058532715,0.0
27,63.49664138645571,11.231849670410156,0.0
28,70.0065339664844,11.25326156616211,0.0
29,59.01370724179564,11.260407447814941,0.0
30,78.0319272193152,11.256697654724121,0.0
31,66.00775967338484,11.270026206970215,0.0
32,71.49978467421417,11.270642280578613,0.0
33,72.22912247853156,11.251147270202637,0.0
34,65.87982483318149,11.217020988464355,0.0
35,57.42516680103288,11.23357105255127,0.0
36,81.42534534015269,11.220858573913574,0.0
37,67.13036653162001,11.252490043640137,0.0
38,96.05680298926646,11.251527786254883,0.0
39,63.32123983815292,11.255931854248047,0.0
40,83.42914116080532,11.259581565856934,0.0
41,67.68475874454143,11.249564170837402,0.0
